block_num,trial_num,target,kl_prev,kl_target,ent_p,block_set
1,19,shake,NA,2.6421421040044097,1.0420222803640422,2
1,20,shake,1.811981074401054,1.2645734545653795,0.5775240729235973,2
1,21,shake,0.6957303643064017,3.639182488180897,1.4265320388471603,2
1,22,shake,4.785472386433934,4.6418009380609275,1.3449470174068678,2
1,23,shake,2.859593877426568,4.173698135272811,1.3525331059751173,2
1,24,shake,1.3545200507992854,4.283558332495138,1.24267290875279,2
2,61,hold,NA,4.746719202506274,1.4464560914974829,2
2,62,hold,1.8929887342839726,3.696508859020075,1.0674762248313163,2
2,63,hold,0.5363839293058015,3.5648168523104244,1.199168231540967,2
2,64,hold,0.9442269287940259,2.4260728147300825,0.9087220589689441,2
2,65,hold,0.00019972668427159024,2.522785313666855,0.9311088930854474,2
2,66,hold,0.4602738930787883,2.0915180220637626,0.7668801149178087,2
3,1,eat,NA,7.399374269097087,2.2715199195308204,2
3,2,eat,6.030390522063416,8.885635407148397,2.166808417571287,2
3,3,eat,9.308223277722496,6.943898405718407,1.9375392027852012,2
3,4,eat,3.692673522260253,3.6679582541947124,1.3977704807939362,2
3,5,eat,4.162278439646879,2.41116679424322,0.8124957592897246,2
3,6,eat,1.9629788819945226,1.5838124245838985,0.7188170382211947,2
4,55,fall,NA,1.3744199248620323,0.4676538179110546,2
4,56,fall,1.45870336670743,0.946611686971061,0.434945080622729,2
4,57,fall,0.42778656137585136,0.6298985586126373,0.2911412338018565,2
4,58,fall,0.4277655426441164,0.3143761594103213,0.14614665782487585,2
4,59,fall,0.0,0.3143761594103213,0.14614665782487585,2
4,60,fall,0.4266158897677158,3.3976025958494145e-06,2.50797287666092e-06,2
5,31,drive,NA,3.7807607322526957,1.4596275667104481,2
5,32,drive,3.265885589943998,2.014224524962046,0.748900957394004,2
5,33,drive,1.4220976850217377,2.135411328563363,0.6277141537926874,2
5,34,drive,2.0875200402327945,3.1056860214230237,1.0389897877992076,2
5,35,drive,0.8792253194858582,3.654220768114863,0.9509718167294288,2
5,36,drive,0.3681694043266786,7.129411231091225,1.6204323343516116,2
6,49,turn,NA,8.931636457672262,1.5491083518088067,2
6,50,turn,2.6221990117046032,6.494791741086054,1.6039693026704032,2
6,51,turn,2.3145676233777777,6.126051574304573,1.2422343749155313,2
6,52,turn,0.131856477377437,7.135956359648213,1.613880192748028,2
6,53,turn,1.5257118088199777,6.057252004685501,1.3110339445346038,2
6,54,turn,0.009433297384588035,6.030791197764161,1.3374947514559445,2
7,43,put,NA,5.217910544510366,1.2293391780631215,2
7,44,put,6.805127329508369,7.679591971081562e-06,5.465010615139706e-06,2
7,45,put,0.14309895351463767,1.2645637210563692,0.5775170172521891,2
7,46,put,1.743940547194992,0.326410068364832,0.15000000515660156,2
7,47,put,0.4436850185152151,7.679591971081562e-06,5.465010615139706e-06,2
7,48,put,0.06899236478636524,0.6761120459489695,0.2449348955066031,2
8,37,cut,NA,10.131169370522105,2.2551771412261834,2
8,38,cut,4.35225359714745,6.90067612881846,1.84917678729654,2
8,39,cut,6.291639530827245,5.137864257117647,1.7699220477265798,2
8,40,cut,3.646676612722626,3.094365430707242,1.0503209572308236,2
8,41,cut,3.67791609149124,0.3143938581893476,0.14615930720717205,2
8,42,cut,0.0,0.3143938581893476,0.14615930720717205,2
9,25,fit,NA,6.6975271857522305,1.6904807761646876,2
9,26,fit,2.2524637994943832,7.207956158057943,1.8436042132891737,2
9,27,fit,8.532861171903045,1.264569398953924,0.5775211330611769,2
9,28,fit,1.3173244210574369,0.6299085460452566,0.2911484040246223,2
9,29,fit,0.4605167909726109,0.6299085460452566,0.2911484040246223,2
9,30,fit,0.4944598831704727,0.9928308628250814,0.38874287821740855,2
10,13,knock,NA,5.012730635251261,1.4345265608976079,2
10,14,knock,4.8002922542656705,0.9829608168937448,0.4462513912342511,2
10,15,knock,1.578961616115481,2.4260751119259902,0.9087238459422509,2
10,16,knock,3.3555985745033867,1.3744288070230224,0.46766032589422324,2
10,17,knock,1.9859191253722492,1.6762174497796785,0.6263884894607298,2
10,18,knock,2.296968346337007,0.6540492417354363,0.2987662789574986,2
11,7,stack,NA,6.604372781665345,1.684955192343541,2
11,8,stack,1.9324326337236692,6.947847880336776,1.8019968539436193,2
11,9,stack,1.368155785464677,7.436635189957664,1.773726304594244,2
11,10,stack,2.035448353352795,3.4034250756642943,1.2017688161725024,2
11,11,stack,1.4233437751237776,3.608550957841871,1.3255838459290783,2
11,12,stack,1.506276954532002,1.977874196896871,0.8805322069786833,2
